Date,Home,Away,Winner (H/A),MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
"Apr 10, 2022",NYK,TOR,H,48,105,40,87,46.0,15,43,34.9,10,12,83.3,10,38,48,32,17,6,5,17,11
"Apr 08, 2022",WAS,NYK,A,48,114,41,88,46.6,16,39,41.0,16,20,80.0,10,32,42,27,10,13,3,19,22
"Apr 06, 2022",NYK,BKN,A,48,98,32,83,38.6,13,38,34.2,21,36,58.3,10,32,42,22,11,4,7,19,-12
"Apr 03, 2022",ORL,NYK,A,48,118,45,93,48.4,15,44,34.1,13,16,81.3,13,43,56,29,10,9,7,22,30
"Apr 02, 2022",NYK,CLE,A,48,101,31,77,40.3,13,30,43.3,26,34,76.5,6,29,35,19,11,6,4,19,-18
"Mar 30, 2022",NYK,CHA,A,48,114,40,85,47.1,16,44,36.4,18,26,69.2,11,32,43,23,14,5,5,19,-11
"Mar 28, 2022",NYK,CHI,H,48,109,38,89,42.7,12,35,34.3,21,35,60.0,13,33,46,19,6,4,4,22,5
"Mar 27, 2022",DET,NYK,A,48,104,34,85,40.0,13,41,31.7,23,29,79.3,13,38,51,19,14,8,8,16,2
"Mar 25, 2022",MIA,NYK,A,48,111,36,82,43.9,17,50,34.0,22,28,78.6,17,25,42,23,11,8,2,24,8
"Mar 23, 2022",CHA,NYK,A,48,121,43,83,51.8,20,45,44.4,15,17,88.2,6,34,40,30,9,5,3,17,15
"Mar 22, 2022",NYK,ATL,A,48,111,42,86,48.8,13,34,38.2,14,26,53.8,14,27,41,20,14,12,4,23,-6
"Mar 20, 2022",NYK,UTA,A,48,93,31,83,37.3,16,40,40.0,15,21,71.4,10,27,37,20,11,7,2,19,-15
"Mar 18, 2022",NYK,WAS,H,48,100,31,90,34.4,10,33,30.3,28,36,77.8,19,41,60,18,13,9,3,20,3
"Mar 16, 2022",NYK,POR,H,48,128,40,80,50.0,16,38,42.1,32,39,82.1,9,38,47,31,11,9,8,14,30
"Mar 13, 2022",BKN,NYK,H,48,107,39,83,47.0,11,29,37.9,18,21,85.7,11,29,40,27,17,8,5,21,-3
"Mar 11, 2022",MEM,NYK,H,48,114,38,90,42.2,10,25,40.0,28,37,75.7,15,39,54,23,16,8,6,31,-4
"Mar 09, 2022",DAL,NYK,A,48,107,36,84,42.9,9,34,26.5,26,33,78.8,14,41,55,20,13,3,3,25,30
"Mar 07, 2022",SAC,NYK,A,48,131,47,92,51.1,18,42,42.9,19,23,82.6,9,38,47,19,9,7,6,31,16
"Mar 06, 2022",LAC,NYK,A,48,116,42,89,47.2,13,29,44.8,19,30,63.3,15,42,57,19,10,4,5,18,23
"Mar 04, 2022",PHX,NYK,H,48,114,40,86,46.5,13,29,44.8,21,30,70.0,12,37,49,23,14,7,5,22,-1
"Mar 02, 2022",PHI,NYK,H,48,108,39,91,42.9,8,28,28.6,22,32,68.8,10,30,40,20,10,9,3,25,-15
"Feb 27, 2022",NYK,PHI,A,48,109,38,85,44.7,11,33,33.3,22,35,62.9,12,35,47,21,18,6,2,24,-16
"Feb 25, 2022",NYK,MIA,A,48,100,30,75,40.0,14,40,35.0,26,36,72.2,5,40,45,19,18,4,1,30,-15
"Feb 16, 2022",NYK,BKN,A,48,106,37,85,43.5,16,43,37.2,16,18,88.9,10,34,44,22,10,7,9,17,-5
"Feb 14, 2022",NYK,OKC,A,53,123,45,108,41.7,15,50,30.0,18,22,81.8,19,37,56,28,14,8,12,25,-4
"Feb 12, 2022",POR,NYK,H,48,103,31,81,38.3,12,39,30.8,29,34,85.3,9,32,41,19,13,6,6,24,-9
"Feb 10, 2022",GSW,NYK,A,48,116,39,90,43.3,14,36,38.9,24,33,72.7,16,35,51,24,15,3,3,18,2
"Feb 08, 2022",DEN,NYK,H,48,115,45,101,44.6,15,43,34.9,10,12,83.3,14,27,41,25,9,9,3,25,-17
"Feb 07, 2022",UTA,NYK,H,48,104,36,95,37.9,8,33,24.2,24,35,68.6,20,36,56,18,16,8,3,23,-9
"Feb 05, 2022",LAL,NYK,H,53,115,39,98,39.8,11,38,28.9,26,36,72.2,15,41,56,24,14,8,4,26,-7
"Feb 02, 2022",NYK,MEM,A,48,108,38,88,43.2,12,36,33.3,20,26,76.9,13,35,48,23,15,5,10,19,-12
"Jan 31, 2022",NYK,SAC,H,48,116,40,80,50.0,13,35,37.1,23,29,79.3,8,39,47,25,17,12,5,20,20
"Jan 28, 2022",MIL,NYK,H,48,108,39,84,46.4,14,40,35.0,16,28,57.1,11,34,45,21,14,6,4,23,-15
"Jan 26, 2022",MIA,NYK,H,48,96,35,83,42.2,15,44,34.1,11,17,64.7,15,29,44,24,18,8,4,23,-14
"Jan 24, 2022",CLE,NYK,H,48,93,35,84,41.7,12,38,31.6,11,21,52.4,11,34,45,21,12,11,1,19,-2
"Jan 23, 2022",NYK,LAC,H,48,110,39,91,42.9,16,36,44.4,16,19,84.2,15,37,52,26,13,6,4,22,8
"Jan 20, 2022",NYK,NOP,A,48,91,29,77,37.7,9,38,23.7,24,36,66.7,14,34,48,21,15,6,5,21,-11
"Jan 18, 2022",NYK,MIN,A,48,110,37,80,46.3,12,38,31.6,24,33,72.7,11,33,44,21,18,6,7,30,-2
"Jan 17, 2022",NYK,CHA,A,48,87,32,80,40.0,12,34,35.3,11,21,52.4,14,39,53,22,15,7,4,19,-10
"Jan 15, 2022",ATL,NYK,A,48,117,42,83,50.6,13,31,41.9,20,26,76.9,11,33,44,24,11,2,0,20,9
"Jan 12, 2022",NYK,DAL,H,48,108,42,90,46.7,12,27,44.4,12,15,80.0,11,43,54,24,9,5,4,21,23
"Jan 10, 2022",NYK,SAS,H,48,111,40,82,48.8,13,32,40.6,18,24,75.0,9,40,49,23,15,7,9,22,15
"Jan 08, 2022",BOS,NYK,H,48,75,29,79,36.7,11,31,35.5,6,15,40.0,11,29,40,13,14,8,4,15,-24
"Jan 06, 2022",NYK,BOS,H,48,108,40,90,44.4,18,36,50.0,10,15,66.7,11,31,42,23,11,8,1,17,3
"Jan 04, 2022",NYK,IND,H,48,104,39,80,48.8,6,28,21.4,20,28,71.4,14,37,51,17,10,6,0,23,10
"Jan 02, 2022",TOR,NYK,H,48,105,35,78,44.9,12,36,33.3,23,28,82.1,7,23,30,22,18,11,4,26,-15
